107.189.28.185 - - [03/Jul/2021:00:04:24 +0800] "GET http://hbszszj.com/wp-login.php HTTP/1.1" 404 36 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0"[Klt102]
111.60.235.7 - - [03/Jul/2021:00:48:48 +0800] "GET http://www.hbszszj.com/ HTTP/1.1" 200 4347 "-" "Mozilla/5.0 (Linux; U; Android 9; zh-CN; DUK-AL20 Build/HUAWEIDUK-AL20) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.20) com.alibaba.android.rimet/15018851 Channel/227200 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[KLlt306]
111.60.235.7 - - [03/Jul/2021:00:48:49 +0800] "GET http://www.hbszszj.com/css/commonss.css HTTP/1.1" 200 1790 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 9; zh-CN; DUK-AL20 Build/HUAWEIDUK-AL20) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.20) com.alibaba.android.rimet/15018851 Channel/227200 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt0]
111.60.235.7 - - [03/Jul/2021:00:48:49 +0800] "GET http://www.hbszszj.com/css/media.css HTTP/1.1" 200 11158 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 9; zh-CN; DUK-AL20 Build/HUAWEIDUK-AL20) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.20) com.alibaba.android.rimet/15018851 Channel/227200 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt19]
111.60.235.7 - - [03/Jul/2021:00:48:49 +0800] "GET http://www.hbszszj.com/css/index.css HTTP/1.1" 200 11822 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 9; zh-CN; DUK-AL20 Build/HUAWEIDUK-AL20) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.20) com.alibaba.android.rimet/15018851 Channel/227200 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt19]
111.60.235.7 - - [03/Jul/2021:00:48:49 +0800] "GET http://www.hbszszj.com/js/js/swiper.min.css HTTP/1.1" 200 13666 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 9; zh-CN; DUK-AL20 Build/HUAWEIDUK-AL20) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.20) com.alibaba.android.rimet/15018851 Channel/227200 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt19]
111.60.235.7 - - [03/Jul/2021:00:48:49 +0800] "GET http://www.hbszszj.com/images/hcai_03.png HTTP/1.1" 200 1229 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 9; zh-CN; DUK-AL20 Build/HUAWEIDUK-AL20) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.20) com.alibaba.android.rimet/15018851 Channel/227200 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt0]
111.60.235.7 - - [03/Jul/2021:00:48:49 +0800] "GET http://www.hbszszj.com/js/jquery-1.8.3.min.js HTTP/1.1" 200 33806 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 9; zh-CN; DUK-AL20 Build/HUAWEIDUK-AL20) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.20) com.alibaba.android.rimet/15018851 Channel/227200 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[ZKLt64]
111.60.235.7 - - [03/Jul/2021:00:48:49 +0800] "GET http://www.hbszszj.com/js/js/swiper.min.js HTTP/1.1" 200 35944 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 9; zh-CN; DUK-AL20 Build/HUAWEIDUK-AL20) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.20) com.alibaba.android.rimet/15018851 Channel/227200 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[ZKLt58]
111.60.235.7 - - [03/Jul/2021:00:48:49 +0800] "GET http://www.hbszszj.com/js/wow.min.js HTTP/1.1" 200 1722 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 9; zh-CN; DUK-AL20 Build/HUAWEIDUK-AL20) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.20) com.alibaba.android.rimet/15018851 Channel/227200 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[ZKLt0]
111.60.235.7 - - [03/Jul/2021:00:48:49 +0800] "GET http://www.hbszszj.com/images/s1.png HTTP/1.1" 200 1046 "http://www.hbszszj.com/" "Mozilla/5.0 (Linux; U; Android 9; zh-CN; DUK-AL20 Build/HUAWEIDUK-AL20) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.36 Mobile Safari/537.36 AliApp(DingTalk/6.0.20) com.alibaba.android.rimet/15018851 Channel/227200 language/zh-CN UT4Aplus/0.2.25 colorScheme/light"[Lt0]
